title,type,genres,imdbId,imdbAverageRating,imdbNumVotes,availableCountries,show_id,director,cast,country,date_added,release_year,rating,duration,listed_in,description
"Justice, My Foot!",movie,"Action, Comedy, Crime",tt0105385,6.8,3204,"HK, ID, IN, JP, KR, MY, PH, PK, SG, TH, TW",s7154,Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",Hong Kong,"August 31, 2018",1992,TV-14,95 min,"Action & Adventure, Comedies, International Movies",Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.
Get Him to the Greek,movie,"Comedy, Music",tt1226229,6.3,186887,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",s6840,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal",United States,"January 16, 2020",2010,R,109 min,"Comedies, Music & Musicals",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.
Solomon Kane,movie,"Action, Adventure, Fantasy",tt0970452,6.1,77590,"AD, CA, ES",s8054,Michael J. Bassett,"James Purefoy, Pete Postlethwaite, Rachel Hurd-Wood, Alice Krige, Jason Flemyng, Mackenzie Crook, Patrick Hurd-Wood, Max von Sydow","Czech Republic, United Kingdom, France","February 15, 2018",2009,R,104 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul."
Paheli,movie,"Comedy, Drama, Fantasy",tt0451850,6.4,14508,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, GT, HK, HN, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PK, PS, PY, QA, RS, SA, SC, SG, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",s4956,Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Dilip Prabhavalkar, Amitabh Bachchan, Juhi Chawla, Nina Kulkarni, Rajpal Yadav",India,"April 1, 2018",2005,TV-PG,134 min,"Dramas, International Movies, Romantic Movies",Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.
The Big Day,movie,"Comedy, Romance",tt0425482,5.3,487,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK",s1094,,,India,"April 7, 2021",2021,TV-14,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows","For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry."
Aftermath,movie,Drama,tt0386582,6.8,856,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GI, GR, HR, HU, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK",s308,Peter Winther,"Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles",United States,"August 4, 2021",2021,TV-MA,115 min,Horror Movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
Tony Manero,movie,"Drama, Music",tt1223975,6.8,4596,"AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE",s1267,Pablo Larraín,"Alfredo Castro, Paola Lattus, Héctor Morales, Amparo Noguera, Elsa Poblete","Chile, Brazil","February 26, 2021",2008,TV-MA,97 min,"Dramas, Independent Movies, International Movies","Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever."""
She's Out of My League,movie,"Comedy, Romance",tt0815236,6.4,147198,"AG, AR, AZ, BB, BO, BR, BY, BZ, CA, CL, CO, CR, DO, EC, FJ, GB, GT, HK, HN, ID, IE, JM, JP, LC, LT, LV, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, UA, UY, VE",s593,Jim Field Smith,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer",United States,"July 1, 2021",2010,R,106 min,"Comedies, Romantic Movies","Kirk's a 5. His new girlfriend Molly's a 10. No one knows what she sees in him, including Kirk. Will his raging insecurities ruin this budding romance?"
14 Blades,movie,"Action, History, Thriller",tt1442571,6.3,8555,KR,s5991,Daniel Lee,"Donnie Yen, Zhao Wei, Wu Chun, Law Kar-Ying, Kate Tsui, Yuwu Qi, Wu Ma, Chen Kuan Tai, Sammo Kam-Bo Hung, Chen Zhi Hui, Damian Lau, Xiang Dong Xu","Hong Kong, China, Singapore","April 3, 2019",2010,R,113 min,"Action & Adventure, International Movies","In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed."
Bill Hicks: Relentless,movie,"Comedy, Documentary",tt0148668,8.5,2670,"IL, MD, RO",s4232,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",1992,TV-MA,61 min,Stand-Up Comedy,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
Karthik Calling Karthik,movie,"Drama, Mystery, Romance",tt1373156,7.1,14201,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EG, FJ, GG, GH, GI, GQ, GR, GT, HK, HN, HR, ID, IL, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PK, PS, PY, QA, RO, RS, SA, SC, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",s3142,Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Vivan Bhatena, Vipin Sharma, Yatin Karyekar, Shefali Shah",India,"December 15, 2019",2010,TV-14,135 min,"Dramas, International Movies, Thrillers","Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
Death at a Funeral,movie,"Comedy, Drama",tt1321509,5.7,54439,"AE, AG, AL, AR, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CL, CO, CR, CU, CY, CZ, DO, DZ, EC, EE, EG, GR, GT, HN, HU, IL, IQ, IT, JM, JO, KW, LB, LC, LT, LV, LY, MA, MC, MD, ME, MK, MT, MX, NI, OM, PA, PE, PL, PS, PT, PY, QA, RO, RS, SA, SI, SK, SM, SV, TC, TN, TT, UA, UY, VE, YE",s6584,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,"August 1, 2020",2010,R,93 min,Comedies,"When a Los Angeles family's patriarch dies, his dutiful eldest son plans the funeral – which becomes a fiasco thanks to a colorful cast of attendees."
The Son,movie,"Drama, Mystery",tt0291172,7.5,10203,KR,s3642,Sebastián Schindel,"Joaquín Furriel, Martina Gusmán, Luciano Cáceres, Heidi Toini, Regina Lamm",Argentina,"July 26, 2019",2019,TV-MA,93 min,"Dramas, Independent Movies, International Movies","In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son."
Harishchandrachi Factory,movie,"Biography, Comedy, Drama",tt1524539,8.4,2740,"AE, AR, AT, BA, BO, BR, CO, DK, DZ, EG, FI, GR, IT, JO, JP, KW, LB, MD, PK, PT, RO, RS, SA, SE, SM, TW, UY",s4570,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Ambarish Deshpande, Mohit Gokhale, Dilip Joglekar, Dheeresh Joshi, Ketan Karande, Atharva Karve, Mayur Khandge, Sandip Pathak",India,"October 1, 2018",2009,TV-PG,99 min,"Dramas, International Movies","Against a backdrop of burgeoning social unrest, a neophyte filmmaker makes history in 1913 as the director of India's first feature-length film."
Welcome to Sajjanpur,movie,"Comedy, Drama",tt1221139,6.9,3372,"AT, BE, DE, DZ, EG, FI, IT, RO",s4465,Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun, Rajeshwari Sachdev, Divya Dutta, Yashpal Sharma, Ravi Jhankal, Lalit Mohan Tiwari",India,"November 1, 2018",2008,TV-14,131 min,"Comedies, Dramas, International Movies","An educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests."
Resident Evil: Afterlife,movie,"Action, Horror, Sci-Fi",tt1220634,5.8,181336,"AE, AT, BH, CH, DE, DZ, EG, FJ, HK, ID, IQ, JO, JP, KW, LB, LI, LU, LY, MA, MY, OM, PH, PS, QA, SA, SG, TH, TN, TR, TW, YE",s7858,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller","Germany, France, United States, Canada, United Kingdom","January 1, 2020",2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap."
Be with You,movie,"Drama, Fantasy, Romance",tt0442268,7.8,5079,KR,s5764,,"Bobby Dou, Peijia Huang, Nylon Chen, Vivi Lee, Edison Wang, Serena Fang",Taiwan,"October 1, 2016",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue."
Secret,movie,Thriller,tt1533086,6.4,699,KR,s7968,Jay Chou,"Jay Chou, Lun-Mei Kwai, Anthony Wong Chau-Sang, Kai-xuan Tseng, Devon Song, Jun Lang Huang, Zhan Yuhao","Hong Kong, Taiwan","July 1, 2018",2007,TV-PG,101 min,"Dramas, International Movies, Music & Musicals","Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance."
Fuga,movie,"Drama, Music, Thriller",tt0442236,6.3,1240,"AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE",s1262,Pablo Larraín,"Benjamín Vicuña, Gastón Pauls, Alfredo Castro, Francisca Imboden, Héctor Noguera, María Izquierdo, Willy Semler, Alejandro Trejo, Mateo Iribarren, Marcial Tagle, Paulina Urrutia","Argentina, Chile","February 26, 2021",2006,TV-MA,112 min,"Dramas, Independent Movies, International Movies","A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma."
Agneepath,movie,"Action, Crime, Drama",tt0098999,7.6,9598,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",s2716,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi, Neelam, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh",India,"April 1, 2020",1990,TV-14,174 min,"Dramas, International Movies","A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs."
Ip Man 2,movie,"Action, Biography, Drama",tt1386932,7.5,112428,"HK, ID, MY, PH, SG, TH, TW",s5875,Wilson Yip,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng","Hong Kong, China","January 15, 2016",2010,R,108 min,"Action & Adventure, International Movies","New in Hong Kong, martial arts instructor Ip Man perseveres and retaliates against his rivals' opposition to the Wing Chun fighting style he teaches."
The Tourist,movie,"Action, Thriller",tt1243957,6.0,259589,"AE, AL, AO, AU, AZ, BA, BE, BG, BH, BY, CA, CI, CM, CV, CY, CZ, DK, DZ, EE, EG, FI, GH, GQ, GR, HR, HU, IL, IN, IQ, JO, KE, KW, LB, LT, LU, LV, LY, MA, MD, ME, MG, MK, ML, MZ, NE, NG, NL, NO, OM, PK, PS, QA, RO, RS, SA, SC, SE, SI, SK, SN, TN, TZ, UA, UG, YE, ZA, ZM, ZW",s610,Florian Henckel von Donnersmarck,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli","United States, France, Italy, United Kingdom","July 1, 2021",2010,PG-13,103 min,"Action & Adventure, Romantic Movies",An American tourist seeking solace for his shattered heart instead finds it in danger again after encountering a beautiful Interpol agent.
Easy A,movie,"Comedy, Drama, Romance",tt1282140,7.0,425011,US,s6663,Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Aly Michalka",United States,"November 1, 2020",2010,PG-13,92 min,"Comedies, Romantic Movies","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona."
Sex and the City 2,movie,"Comedy, Drama, Romance",tt1261945,4.5,85215,"BE, GB, GG, IE, JP",s7987,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",United States,"January 1, 2021",2010,R,146 min,"Comedies, Dramas, Romantic Movies","Best friends Carrie, Miranda, Samantha and Charlotte take a break from their busy New York lives for an all-expenses-paid luxury vacation to Abu Dhabi."
The Social Network,movie,"Biography, Drama",tt1285016,7.8,773451,"AD, AG, AR, AU, AZ, BB, BM, BO, BR, BS, BY, BZ, CH, CL, CO, CR, CU, DO, DZ, EC, FJ, FR, GF, GT, HK, HN, ID, IN, IT, JM, JP, LC, MA, MC, MD, MT, MU, MX, MY, NI, NZ, PA, PE, PF, PH, PK, PY, SG, SM, SV, TC, TH, TN, TT, TW, UA, UY, VE",s8512,David Fincher,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,"April 1, 2020",2010,PG-13,121 min,Dramas,Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.
Killers,movie,"Action, Comedy, Romance",tt1103153,5.5,97153,"AE, BH, DZ, EG, GB, GG, GI, ID, IE, IQ, JO, KW, LB, LY, MA, MT, MY, OM, PS, QA, SA, TD, TN, YE",s7205,Robert Luketic,"Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein",United States,"January 1, 2021",2010,PG-13,100 min,"Action & Adventure, Comedies, Romantic Movies","After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss."
Raajneeti,movie,"Crime, Drama, Thriller",tt1291465,7.1,19268,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, DO, DZ, EC, EG, FI, FJ, GG, GH, GI, GQ, GT, HK, HN, ID, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PH, PK, PS, PT, PY, QA, RO, RS, SA, SC, SG, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",s4732,Prakash Jha,"Ajay Devgn, Nana Patekar, Ranbir Kapoor, Katrina Kaif, Arjun Rampal, Manoj Bajpayee, Sarah Thompson, Naseeruddin Shah",India,"August 2, 2018",2010,TV-14,162 min,"Dramas, International Movies, Thrillers","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path."
Immortals,movie,"Action, Drama, Fantasy",tt1253864,6.0,178205,"AT, AU, CA, CH, DE, JP, LI, NZ",s4033,,"Kerem Bürsin, Elçin Sangu, Birkan Sokullu, Selma Ergeç, Türkü Turan, Nilperi Şahinkaya, Efecan Şenolsun, Elit İşcan",Turkey,"March 8, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality."
Phobia 2,movie,"Comedy, Fantasy, Horror",tt1521846,6.6,2875,TH,s7738,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong",Thailand,"September 5, 2018",2009,TV-MA,125 min,"Horror Movies, International Movies","From disfiguring punishments to festering souls, Thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology."
Alone,movie,"Drama, Horror, Thriller",tt0484090,6.4,5874,TH,s2433,,,,"June 2, 2020",2019,TV-14,1 Season,Reality TV,"Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out."
The President's Barber,movie,"Comedy, Drama",tt0406853,6.9,1060,KR,s8464,Chan-sang Lim,"Kang-ho Song, So-ri Moon, Jae-eung Lee, Yeong-jin Jo, Byung-ho Son, Yong-soo park, Seung-soo Ryu, Ju-sang Yun, Gyu-su Jeong, Dal-su Oh",South Korea,"October 1, 2017",2004,TV-MA,116 min,"Comedies, Dramas, International Movies","The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s."
Eat Pray Love,movie,"Biography, Drama, Romance",tt0879870,5.8,107973,"AD, AE, AG, AR, AT, AU, BB, BE, BH, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, CU, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GR, GT, HK, HN, HU, ID, IQ, IS, JM, JO, JP, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MT, MU, MX, MY, NI, NL, NO, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, SA, SE, SG, SV, TC, TH, TN, TR, TT, TW, US, UY, VE, YE",s6665,Ryan Murphy,"Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero",United States,"September 10, 2019",2010,PG-13,140 min,"Dramas, Romantic Movies","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love."
Grown Ups,movie,Comedy,tt1375670,6.0,285696,"AD, AL, AO, AT, AU, BA, BE, BG, CA, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, FI, FR, GB, GF, GG, GH, GI, GQ, GR, HR, HU, IE, IL, IN, IS, IT, KE, KR, LI, LT, LU, LV, MA, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, PF, PK, RO, RS, SC, SE, SI, SK, SM, SN, TD, TN, TR, TZ, UG, ZA, ZM, ZW",s28,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",United States,"September 20, 2021",2010,PG-13,103 min,Comedies,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid."
The Karate Kid,movie,"Action, Drama, Family",tt1155076,6.2,210958,"AD, AE, AG, AO, AR, AU, AZ, BB, BE, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GQ, GT, HN, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LT, LU, LV, LY, MA, MC, MD, MG, ML, MT, MU, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PS, PT, PY, QA, SA, SC, SE, SM, SN, SV, TC, TD, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW",s602,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,"July 1, 2021",1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies","When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals."
